date,market,employee_id,role,hours
2025-10-01,Chicago,,Advanced Site Associate,10
2025-10-01,chicago,22451.0,Lead,6
2025-10-01,chicago,21168.0,Advanced Driver,9
2025-10-01,Chicago,34779.0,Mapper,2
2025-10-01,Chicago,,Mapper,2
2025-10-01,chicago,11102.0,Advanced Site Associate,5
2025-10-01,chicago,41324.0,Driver,6
2025-10-01,chicago,40030.0,Driver,9
2025-10-01,Chicago,32469.0,Lead,3
2025-10-01,Chicago,32469.0,Lead,3
2025-10-01,CHICAGO,73772.0,Mapper,10
2025-10-01,Chicago,,Mapper,3
2025-10-01,Chicago,,Mapper,4
2025-10-01,Chicago,,Advanced Driver,4
2025-10-01,chicago,90478.0,Mapper,2
2025-10-01,Chicago,70938.0,Advanced Site Associate,9
2025-10-01,Chicago,29223.0,Advanced Site Associate,8
2025-10-01,chicago,17303.0,Lead,6
2025-10-01,Chicago,47913.0,Lead,8
2025-10-01,Chicago,47913.0,Lead,8
2025-10-01,CHICAGO,83728.0,Mapper,2
2025-10-01,chicago,55824.0,Site Associate,10
2025-10-01,Chicago,30813.0,Site Associate,7
2025-10-01,chicago,21240.0,Mapper,9
2025-10-01,Chicago,49144.0,Site Associate,9
2025-10-01,Chicago,15159.0,Driver,4
2025-10-01,Chicago,15159.0,Driver,4
2025-10-01,Chicago,99641.0,Driver,8
2025-10-01,Chicago,99641.0,Driver,8
2025-10-01,San Antonio,,Advanced Driver,7
2025-10-01,San Antonio,,Lead,4
2025-10-01,San Antonio,,Driver,2
2025-10-01,San Antonio,80748.0,Lead,5
2025-10-01,San Antonio,80748.0,Lead,5
2025-10-01,San Antonio,73345.0,Driver,2
2025-10-01,SAN ANTONIO,53633.0,Advanced Driver,3
2025-10-01,San Antonio,49996.0,Mapper,10
2025-10-01,San Antonio,49996.0,Mapper,10
2025-10-01,san antonio,48061.0,Driver,3
2025-10-01,san antonio,66180.0,Site Associate,6
2025-10-01,San Antonio,39778.0,Lead,9
2025-10-01,San Antonio,39778.0,Lead,9
2025-10-01,san antonio,39433.0,Driver,6
2025-10-01,San Antonio,86296.0,Lead,7
2025-10-01,SAN ANTONIO,49399.0,Advanced Site Associate,6
2025-10-01,san antonio,56445.0,Advanced Driver,10
2025-10-01,SAN ANTONIO,89481.0,Lead,3
2025-10-01,san antonio,25177.0,Mapper,9
2025-10-01,San Antonio,54969.0,Advanced Driver,10
2025-10-01,San Antonio,67080.0,Advanced Site Associate,8
2025-10-01,San Antonio,67080.0,Advanced Site Associate,8
2025-10-01,San Antonio,,Advanced Driver,5
2025-10-01,San Antonio,,Advanced Driver,3
2025-10-01,San Antonio,31021.0,Advanced Driver,3
2025-10-01,San Antonio,31021.0,Advanced Driver,3
2025-10-01,San Antonio,,Advanced Site Associate,8
2025-10-01,San Antonio,60450.0,Driver,9
2025-10-01,san antonio,42817.0,Lead,6
2025-10-01,San Antonio,14927.0,Site Associate,2
2025-10-01,San Antonio,14927.0,Site Associate,2
2025-10-01,San Antonio,,Advanced Driver,7
2025-10-01,SAN ANTONIO,77770.0,Site Associate,9
2025-10-01,new orleans,92420.0,Advanced Site Associate,2
2025-10-01,New Orleans,39064.0,Advanced Site Associate,6
2025-10-01,New Orleans,39064.0,Advanced Site Associate,6
2025-10-01,New Orleans,,Advanced Site Associate,8
2025-10-01,new orleans,96767.0,Site Associate,8
2025-10-01,NEW ORLEANS,86160.0,Lead,3
2025-10-01,New Orleans,35062.0,Advanced Site Associate,6
2025-10-01,New Orleans,35062.0,Advanced Site Associate,6
2025-10-01,NEW ORLEANS,33495.0,Mapper,7
2025-10-01,New Orleans,,Advanced Driver,6
2025-10-01,new orleans,92113.0,Driver,10
2025-10-01,New Orleans,57764.0,Advanced Driver,8
2025-10-01,New Orleans,,Lead,2
2025-10-01,New Orleans,,Advanced Driver,3
2025-10-01,New Orleans,52197.0,Mapper,7
2025-10-01,new orleans,76371.0,Advanced Site Associate,8
2025-10-01,New Orleans,54831.0,Driver,4
2025-10-01,New Orleans,54831.0,Driver,4
2025-10-01,New Orleans,32445.0,Lead,6
2025-10-01,New Orleans,,Lead,7
2025-10-01,NEW ORLEANS,71339.0,Site Associate,3
2025-10-02,los angeles,73516.0,Mapper,5
2025-10-02,Los Angeles,93168.0,Lead,7
2025-10-02,Los Angeles,34269.0,Mapper,7
2025-10-02,Los Angeles,34269.0,Mapper,7
2025-10-02,Los Angeles,77074.0,Driver,7
2025-10-02,LOS ANGELES,32379.0,Driver,4
2025-10-02,Los Angeles,,Site Associate,2
2025-10-02,LOS ANGELES,51455.0,Advanced Site Associate,6
2025-10-02,Los Angeles,85825.0,Mapper,3
2025-10-02,los angeles,28630.0,Advanced Driver,8
2025-10-02,LOS ANGELES,96523.0,Advanced Driver,8
2025-10-02,LOS ANGELES,25588.0,Site Associate,7
2025-10-02,los angeles,40960.0,Site Associate,5
2025-10-02,Los Angeles,81086.0,Mapper,10
2025-10-02,Los Angeles,86947.0,Lead,3
2025-10-02,Los Angeles,86947.0,Lead,3
2025-10-02,los angeles,26573.0,Lead,2
2025-10-02,los angeles,94542.0,Driver,2
2025-10-02,Los Angeles,16785.0,Mapper,8
2025-10-02,Los Angeles,,Mapper,2
2025-10-02,Los Angeles,44630.0,Site Associate,6
2025-10-02,los angeles,87972.0,Driver,10
2025-10-02,Los Angeles,,Advanced Site Associate,6
2025-10-02,Los Angeles,76932.0,Advanced Site Associate,5
2025-10-02,Los Angeles,76932.0,Advanced Site Associate,5
2025-10-02,los angeles,18610.0,Lead,2
2025-10-02,Los Angeles,76698.0,Mapper,7
2025-10-02,Los Angeles,76698.0,Mapper,7
2025-10-02,LOS ANGELES,54773.0,Site Associate,2
2025-10-02,Los Angeles,30361.0,Lead,10
2025-10-02,los angeles,71267.0,Lead,4
2025-10-02,Los Angeles,,Mapper,4
2025-10-02,los angeles,48441.0,Lead,10
2025-10-02,los angeles,18310.0,Lead,5
2025-10-02,san francisco,69619.0,Driver,7
2025-10-02,San Francisco,35293.0,Site Associate,7
2025-10-02,San Francisco,35293.0,Site Associate,7
2025-10-02,San Francisco,,Advanced Site Associate,4
2025-10-02,san francisco,12930.0,Lead,8
2025-10-02,San Francisco,92068.0,Site Associate,5
2025-10-02,San Francisco,92068.0,Site Associate,5
2025-10-02,San Francisco,87263.0,Site Associate,3
2025-10-02,San Francisco,87263.0,Site Associate,3
2025-10-02,San Francisco,10141.0,Advanced Site Associate,4
2025-10-02,San Francisco,10141.0,Advanced Site Associate,4
2025-10-02,San Francisco,54552.0,Lead,2
2025-10-02,San Francisco,83424.0,Mapper,2
2025-10-02,San Francisco,83424.0,Mapper,2
2025-10-02,San Francisco,,Mapper,6
2025-10-02,San Francisco,,Lead,4
2025-10-02,San Francisco,,Mapper,2
2025-10-02,San Francisco,14106.0,Lead,4
2025-10-02,San Francisco,14106.0,Lead,4
2025-10-02,San Francisco,29574.0,Site Associate,3
2025-10-02,San Francisco,29574.0,Site Associate,3
2025-10-02,San Francisco,,Mapper,2
2025-10-02,SAN FRANCISCO,40997.0,Advanced Driver,4
2025-10-02,SAN FRANCISCO,52501.0,Lead,3
2025-10-02,San Francisco,,Lead,2
2025-10-02,San Francisco,,Lead,6
2025-10-02,San Francisco,39271.0,Lead,7
2025-10-02,San Francisco,39271.0,Lead,7
2025-10-02,San Francisco,35261.0,Mapper,6
2025-10-02,San Francisco,35261.0,Mapper,6
2025-10-02,Phoenix,88333.0,Advanced Site Associate,4
2025-10-02,Phoenix,71339.0,Site Associate,4
2025-10-02,PHOENIX,81193.0,Advanced Site Associate,7
2025-10-02,Phoenix,,Mapper,5
2025-10-02,Phoenix,21436.0,Mapper,9
2025-10-02,phoenix,76755.0,Site Associate,6
2025-10-02,PHOENIX,62466.0,Lead,3
2025-10-02,Phoenix,96273.0,Mapper,3
2025-10-02,PHOENIX,95829.0,Lead,8
2025-10-02,Phoenix,30757.0,Driver,2
2025-10-02,phoenix,14054.0,Site Associate,4
2025-10-02,Phoenix,50634.0,Advanced Driver,6
2025-10-02,Phoenix,,Driver,9
2025-10-02,PHOENIX,41272.0,Driver,2
2025-10-02,PHOENIX,47721.0,Lead,2
2025-10-02,PHOENIX,93114.0,Site Associate,10
2025-10-02,Phoenix,33916.0,Mapper,9
2025-10-02,Phoenix,33916.0,Mapper,9
2025-10-02,phoenix,27941.0,Mapper,10
2025-10-02,phoenix,60665.0,Advanced Site Associate,8
2025-10-02,Phoenix,,Advanced Driver,7
2025-10-02,denver,66261.0,Site Associate,3
2025-10-02,denver,69233.0,Advanced Site Associate,4
2025-10-02,Denver,37009.0,Site Associate,10
2025-10-02,Denver,37009.0,Site Associate,10
2025-10-02,denver,15494.0,Mapper,7
2025-10-02,denver,78259.0,Advanced Site Associate,5
2025-10-02,denver,12998.0,Site Associate,8
2025-10-02,Denver,51728.0,Site Associate,6
2025-10-02,Denver,76810.0,Driver,2
2025-10-02,Denver,97322.0,Driver,10
2025-10-02,Denver,56715.0,Lead,10
2025-10-02,denver,28489.0,Driver,2
2025-10-02,Denver,44366.0,Advanced Driver,9
2025-10-02,DENVER,10348.0,Site Associate,4
2025-10-02,DENVER,14823.0,Advanced Driver,5
2025-10-02,Denver,61853.0,Site Associate,7
2025-10-02,DENVER,66945.0,Advanced Driver,9
2025-10-02,DENVER,60779.0,Lead,10
2025-10-02,Denver,80903.0,Mapper,2
2025-10-02,DENVER,23833.0,Advanced Driver,6
2025-10-02,DENVER,91964.0,Advanced Site Associate,5
2025-10-02,Denver,27347.0,Mapper,2
2025-10-02,Denver,79282.0,Lead,3
2025-10-02,denver,37847.0,Driver,6
2025-10-02,Manhattan,68021.0,Site Associate,10
2025-10-02,manhattan,97800.0,Site Associate,6
2025-10-02,Manhattan,67945.0,Lead,10
2025-10-02,Manhattan,93777.0,Driver,8
2025-10-02,Manhattan,25347.0,Advanced Driver,7
2025-10-02,Manhattan,25347.0,Advanced Driver,7
2025-10-02,manhattan,73904.0,Driver,8
2025-10-02,Manhattan,25694.0,Driver,3
2025-10-02,Manhattan,92825.0,Lead,9
2025-10-02,Manhattan,92825.0,Lead,9
2025-10-02,Manhattan,,Driver,9
2025-10-02,Manhattan,53171.0,Advanced Driver,2
2025-10-02,MANHATTAN,13898.0,Mapper,9
2025-10-02,manhattan,57208.0,Advanced Driver,5
2025-10-02,Manhattan,97789.0,Driver,5
2025-10-02,Manhattan,,Mapper,5
2025-10-02,Manhattan,26436.0,Advanced Driver,10
2025-10-02,Manhattan,26436.0,Advanced Driver,10
2025-10-02,Portland,35928.0,Site Associate,10
2025-10-02,Portland,40474.0,Advanced Driver,5
2025-10-02,portland,26924.0,Advanced Driver,4
2025-10-02,Portland,,Advanced Driver,2
2025-10-02,Portland,50183.0,Advanced Site Associate,10
2025-10-02,portland,84690.0,Site Associate,7
2025-10-02,Portland,54239.0,Advanced Site Associate,5
2025-10-02,Portland,54239.0,Advanced Site Associate,5
2025-10-02,Portland,,Mapper,10
2025-10-02,Portland,,Lead,2
2025-10-02,Portland,92253.0,Advanced Driver,7
2025-10-02,Portland,92253.0,Advanced Driver,7
2025-10-02,Portland,,Lead,2
2025-10-02,Portland,99321.0,Advanced Site Associate,9
2025-10-02,Portland,59390.0,Mapper,3
2025-10-02,Portland,59390.0,Mapper,3
2025-10-02,Portland,59784.0,Advanced Driver,3
2025-10-02,portland,40668.0,Mapper,10
2025-10-02,Portland,16964.0,Advanced Driver,6
2025-10-02,Portland,78652.0,Lead,2
2025-10-02,Portland,78652.0,Lead,2
2025-10-02,San Diego,32318.0,Driver,4
2025-10-02,San Diego,44420.0,Driver,2
2025-10-02,San Diego,44420.0,Driver,2
2025-10-02,San Diego,42235.0,Lead,4
2025-10-02,San Diego,62675.0,Advanced Driver,8
2025-10-02,San Diego,,Mapper,8
2025-10-02,San Diego,,Lead,4
2025-10-02,San Diego,80918.0,Lead,6
2025-10-02,San Diego,67359.0,Advanced Driver,9
2025-10-02,San Diego,83391.0,Lead,7
2025-10-02,San Diego,68783.0,Advanced Site Associate,5
2025-10-02,San Diego,36047.0,Site Associate,4
2025-10-02,San Diego,36047.0,Site Associate,4
2025-10-02,san diego,78895.0,Advanced Site Associate,10
2025-10-02,San Diego,84553.0,Mapper,2
2025-10-02,San Diego,84553.0,Mapper,2
2025-10-02,San Diego,15569.0,Mapper,7
2025-10-02,san diego,66225.0,Lead,7
2025-10-02,San Diego,36591.0,Advanced Driver,9
2025-10-02,San Diego,33306.0,Driver,8
2025-10-02,San Diego,33306.0,Driver,8
2025-10-02,San Diego,84684.0,Mapper,6
2025-10-02,San Diego,84684.0,Mapper,6
2025-10-02,SAN DIEGO,14556.0,Lead,2
2025-10-02,Chicago,76379.0,Site Associate,7
2025-10-02,Chicago,76379.0,Site Associate,7
2025-10-02,chicago,15793.0,Advanced Driver,9
2025-10-02,Chicago,81723.0,Site Associate,2
2025-10-02,Chicago,81723.0,Site Associate,2
2025-10-02,chicago,32349.0,Advanced Driver,8
2025-10-02,Chicago,40223.0,Advanced Site Associate,4
2025-10-02,Chicago,40223.0,Advanced Site Associate,4
2025-10-02,CHICAGO,26613.0,Driver,8
2025-10-02,Chicago,,Advanced Driver,5
2025-10-02,CHICAGO,76365.0,Lead,9
2025-10-02,Chicago,17438.0,Site Associate,9
2025-10-02,Chicago,52227.0,Advanced Driver,3
2025-10-02,Chicago,,Lead,7
2025-10-02,CHICAGO,69162.0,Site Associate,9
2025-10-02,chicago,77270.0,Advanced Site Associate,6
2025-10-02,Chicago,65183.0,Advanced Site Associate,10
2025-10-02,CHICAGO,48521.0,Mapper,9
2025-10-02,Chicago,37608.0,Advanced Driver,6
2025-10-02,Chicago,,Mapper,2
2025-10-02,Chicago,,Advanced Driver,3
2025-10-02,Chicago,,Mapper,8
2025-10-02,Chicago,81458.0,Advanced Site Associate,4
2025-10-02,Chicago,81458.0,Advanced Site Associate,4
2025-10-02,San Antonio,,Mapper,3
2025-10-02,San Antonio,,Site Associate,5
2025-10-02,San Antonio,46364.0,Site Associate,3
2025-10-02,San Antonio,46364.0,Site Associate,3
2025-10-02,San Antonio,28656.0,Mapper,5
2025-10-02,San Antonio,28656.0,Mapper,5
2025-10-02,San Antonio,52093.0,Advanced Site Associate,2
2025-10-02,san antonio,32410.0,Site Associate,2
2025-10-02,San Antonio,,Mapper,6
2025-10-02,san antonio,43294.0,Advanced Site Associate,9
2025-10-02,san antonio,80307.0,Mapper,8
2025-10-02,San Antonio,56758.0,Advanced Driver,7
2025-10-02,San Antonio,36084.0,Advanced Driver,8
2025-10-02,San Antonio,36084.0,Advanced Driver,8
2025-10-02,San Antonio,85427.0,Site Associate,4
2025-10-02,San Antonio,79585.0,Driver,4
2025-10-02,San Antonio,,Driver,5
2025-10-02,SAN ANTONIO,82782.0,Driver,7
2025-10-02,San Antonio,55405.0,Mapper,10
2025-10-02,San Antonio,55405.0,Mapper,10
2025-10-02,SAN ANTONIO,25200.0,Advanced Site Associate,5
2025-10-02,SAN ANTONIO,98676.0,Site Associate,6
2025-10-02,san antonio,81972.0,Driver,3
2025-10-02,San Antonio,88113.0,Mapper,7
2025-10-02,San Antonio,88113.0,Mapper,7
2025-10-02,san antonio,22928.0,Driver,4
2025-10-02,San Antonio,47006.0,Mapper,2
2025-10-02,San Antonio,47006.0,Mapper,2
2025-10-02,San Antonio,76713.0,Site Associate,8
2025-10-02,San Antonio,76713.0,Site Associate,8
2025-10-02,SAN ANTONIO,60887.0,Lead,8
2025-10-02,san antonio,45909.0,Advanced Driver,7
2025-10-02,SAN ANTONIO,31949.0,Lead,5
2025-10-02,San Antonio,,Site Associate,10
2025-10-02,San Antonio,37314.0,Mapper,6
2025-10-02,San Antonio,37314.0,Mapper,6
2025-10-02,SAN ANTONIO,37595.0,Advanced Driver,9
2025-10-02,san antonio,16544.0,Advanced Driver,10
2025-10-02,NEW ORLEANS,51873.0,Driver,10
2025-10-02,New Orleans,37605.0,Advanced Driver,2
2025-10-02,New Orleans,37605.0,Advanced Driver,2
2025-10-02,NEW ORLEANS,75423.0,Advanced Driver,7
2025-10-02,new orleans,27420.0,Site Associate,8
2025-10-02,New Orleans,58211.0,Driver,9
2025-10-02,NEW ORLEANS,26282.0,Advanced Driver,3
2025-10-02,New Orleans,41980.0,Site Associate,3
2025-10-02,New Orleans,,Driver,3
2025-10-02,New Orleans,57571.0,Site Associate,2
2025-10-02,New Orleans,18380.0,Site Associate,9
2025-10-02,New Orleans,18380.0,Site Associate,9
2025-10-02,new orleans,68950.0,Driver,10
2025-10-02,New Orleans,43168.0,Lead,6
2025-10-02,New Orleans,43168.0,Lead,6
2025-10-02,new orleans,72848.0,Advanced Driver,5
2025-10-02,New Orleans,25209.0,Advanced Driver,2
2025-10-02,new orleans,30893.0,Site Associate,3
2025-10-02,New Orleans,76187.0,Lead,6
2025-10-02,new orleans,16380.0,Driver,6
2025-10-02,New Orleans,92093.0,Driver,9
2025-10-02,New Orleans,,Advanced Driver,3
2025-10-02,New Orleans,,Advanced Driver,5
2025-10-02,NEW ORLEANS,79142.0,Advanced Site Associate,3
2025-10-02,New Orleans,29432.0,Advanced Site Associate,3
2025-10-02,New Orleans,29432.0,Advanced Site Associate,3
2025-10-02,NEW ORLEANS,13025.0,Advanced Site Associate,3
2025-10-02,New Orleans,67662.0,Lead,8
2025-10-02,NEW ORLEANS,31322.0,Driver,5
2025-10-02,New Orleans,,Advanced Site Associate,4
2025-10-02,New Orleans,,Advanced Driver,8
2025-10-03,los angeles,45868.0,Site Associate,10
2025-10-03,los angeles,10994.0,Advanced Driver,3
2025-10-03,LOS ANGELES,25989.0,Lead,5
2025-10-03,LOS ANGELES,92009.0,Advanced Site Associate,4
2025-10-03,Los Angeles,,Mapper,3
2025-10-03,LOS ANGELES,14423.0,Advanced Site Associate,9
2025-10-03,Los Angeles,11651.0,Advanced Site Associate,9
2025-10-03,Los Angeles,28610.0,Site Associate,6
2025-10-03,Los Angeles,28610.0,Site Associate,6
